binding_id,row_type,row_id,bibtex_key,operation,kind,automaton_id,role,source,linked_strategy_ids,linked_error_ids,link_ids,evidence
misconception:40592:subtraction:smaller_from_larger_in_column,misconception,40592,MTL_Whitenack_2001_Coordinating,subtraction,smaller_from_larger_in_column,subtraction:smaller_from_larger_in_column,deformation_misconception,strategy_misconception_links.notes;automaton_instance_bindings:error_row_mapper,2043;2044,,411;413,"smaller_from_larger_column: A student incorrectly applies the standard subtraction algorithm by subtracting the smaller digit from the larger digit in each column, regardless of the digits' positions as minuend or subtrahend. | subtracting the smaller digit from the larger; smaller digit from the larger; regardless of the digits; minuend or subtrahend | A student incorrectly applies the standard subtraction algorithm by subtracting the smaller digit from the larger digit in each column, regardless of the digits' positions as minuend or subtrahend."
misconception:40597:fraction:whole_number_grab,misconception,40597,MTL_Harel_2005_Advanced,fraction,whole_number_grab,fraction:whole_number_grab,deformation_misconception,automaton_instance_bindings:error_row_mapper,,,,"whole number; whole-number | Students compare decimals incorrectly by relying on whole number properties, such as the number of digits or the right-most place value."
misconception:40619:fraction:whole_number_grab,misconception,40619,MTL_Fernandez_2005_Lesson,fraction,whole_number_grab,fraction:whole_number_grab,deformation_misconception,automaton_instance_bindings:error_row_mapper,,,,whole number; whole-number | Students bypass fractional thinking in equal sharing tasks by measuring the object and applying whole-number division to the total length.
misconception:40651:fraction:whole_number_grab,misconception,40651,MTL_Selden_2005_Perspectives,fraction,whole_number_grab,fraction:whole_number_grab,deformation_misconception,automaton_instance_bindings:error_row_mapper,,,,"whole number; whole-number | Students make systematic errors when comparing decimal numbers because they view them as extensions of whole numbers or fractions derived from the physical world, relying on descriptive rather than abstract analytic definitions."
misconception:40665:fraction:whole_number_grab,misconception,40665,MTL_Olive_1999_From,fraction,whole_number_grab,fraction:whole_number_grab,deformation_misconception,automaton_instance_bindings:error_row_mapper,,,,whole number; whole-number | Students learn the standard algorithm for multiplying fractions as a rote whole-number procedure that is separated in their minds from their quantity-based operational models.
misconception:40671:multiplication:drop_second_partial_product,misconception,40671,MTL_Izsak_2004_Teaching,multiplication,drop_second_partial_product,multiplication:drop_second_partial_product,deformation_misconception,strategy_misconception_links.notes;automaton_instance_bindings:error_row_mapper,2012;2013;2014;2015;2020,,399;400;401;402;403,"dropped_partial_product: Students incorrectly compute two-digit multiplication by multiplying only the tens together and the ones together, omitting the cross products (tens by ones and ones by tens). | partial product; partial products; omit; omitting the cross products; cross product; cross products; multiplying only the tens; tens together and the ones together | Students incorrectly compute two-digit multiplication by multiplying only the tens together and the ones together, omitting the cross products (tens by ones and ones by tens)."
misconception:40673:multiplication:drop_second_partial_product,misconception,40673,MTL_Izsak_2004_Teaching,multiplication,drop_second_partial_product,multiplication:drop_second_partial_product,deformation_misconception,strategy_misconception_links.notes;automaton_instance_bindings:error_row_mapper,2012;2013;2014;2015;2020,,653;669;670;673;695,"dropped_partial_product: Students assign partial products to regions of an area model based purely on the relative size of the quadrant and the relative size of the factors, rather than the explicit dimensions of the specific region. | partial product; partial products | Students assign partial products to regions of an area model based purely on the relative size of the quadrant and the relative size of the factors, rather than the explicit dimensions of the specific region."
strategy:25:fraction:unit_fraction_partition,strategy,25,JMB_Hackenberg_2007_Units,fraction,unit_fraction_partition,fraction:unit_fraction_partition,productive_strategy,strategy_instances.maps_to_existing_automaton;automaton_instance_bindings:strategy_row_mapper,,,,partitive_fractional_scheme | unit fraction production; partitive fractional scheme; partitive fraction | partitive_fractional_scheme
strategy:26:fraction:unit_fraction_iteration,strategy,26,JMB_Hackenberg_2007_Units,fraction,unit_fraction_iteration,fraction:unit_fraction_iteration,productive_strategy,strategy_instances.maps_to_existing_automaton;automaton_instance_bindings:strategy_row_mapper,,37444;37447,649;664,iterating_unit_fraction_to_make_proper_fraction | iterating unit fraction; iterating a unit fraction | iterating_unit_fraction_to_make_proper_fraction
strategy:27:fraction:unit_fraction_iteration,strategy,27,JMB_Hackenberg_2007_Units,fraction,unit_fraction_iteration,fraction:unit_fraction_iteration,productive_strategy,strategy_instances.maps_to_existing_automaton;automaton_instance_bindings:strategy_row_mapper,,37444;37447,628;630,iterative_fractional_scheme_beyond_whole | iterating a unit fraction; iterating a unit fraction beyond the unit whole; iterative fractional scheme beyond whole; improper fraction | iterative_fractional_scheme_beyond_whole
strategy:28:fraction:unit_fraction_iteration,strategy,28,JMB_Hackenberg_2007_Units,fraction,unit_fraction_iteration,fraction:unit_fraction_iteration,productive_strategy,strategy_instances.maps_to_existing_automaton;automaton_instance_bindings:strategy_row_mapper,,37444;37447,643;646,magic_cake_iteration_beyond_whole | iterating a unit fraction; iterating a unit fraction past the whole; fraction greater than one | magic_cake_iteration_beyond_whole
strategy:31:fraction:unit_fraction_iteration,strategy,31,JMB_Hackenberg_2007_Units,fraction,unit_fraction_iteration,fraction:unit_fraction_iteration,productive_strategy,strategy_instances.maps_to_existing_automaton;automaton_instance_bindings:strategy_row_mapper,,37444;37447,631;633,comparing_improper_fractions_by_iteration | iterating a unit fraction; iterating a unit fraction past the whole; improper fraction; improper fractions | comparing_improper_fractions_by_iteration
strategy:33:fraction:unit_fraction_partition,strategy,33,JMB_Hackenberg_2007_Units,fraction,unit_fraction_partition,fraction:unit_fraction_partition,productive_strategy,strategy_instances.maps_to_existing_automaton;automaton_instance_bindings:strategy_row_mapper,,,,reverse_partitive_fractional_scheme | partitive fractional scheme; partitive fraction | reverse_partitive_fractional_scheme
strategy:39:subtraction:decompose_base_for_ones,strategy,39,JMTE_Dyson_2013_Prospective,subtraction,decompose_base_for_ones,subtraction:decompose_base_for_ones,productive_strategy,strategy_instances.maps_to_existing_automaton;automaton_instance_bindings:strategy_row_mapper,,,,standard_borrowing_decimal_subtraction | borrowing; borrow | standard_borrowing_decimal_subtraction
strategy:41:multiplication:repeat_equal_groups,strategy,41,JRME_Baroody_1990_Chapter,multiplication,repeat_equal_groups,multiplication:repeat_equal_groups,productive_strategy,strategy_instances.maps_to_existing_automaton;automaton_instance_bindings:strategy_row_mapper,,,,repeated_addition_for_multiplication | repeated addition; repeat | repeated_addition_for_multiplication
strategy:44:addition:count_on_from_larger,strategy,44,JRME_Baroody_1990_Chapter,addition,count_on_from_larger,addition:count_on_from_larger,productive_strategy,strategy_instances.maps_to_existing_automaton;automaton_instance_bindings:strategy_row_mapper,,,,counting_on_from_larger_addend | counting on; counting on from larger; counting on from larger addend; larger addend | counting_on_from_larger_addend
